x,y,z
97.087,-72.247,-18.827
98.087,-78.247,-26.827
90.087,-85.247,-33.827
94.087,-83.247,-36.827
83.087,-84.247,-34.827
84.087,-83.247,-21.827
73.087,-92.247,-16.827
69.087,-91.247,-21.827
69.087,-94.247,-19.827
72.087,-79.247,-16.827
72.087,-72.247,-18.827
73.087,-74.247,-15.827
81.087,-69.247,-1.8267
81.087,-61.247,-1.8267
82.087,-57.247,-11.827
84.087,-63.247,-3.8267
87.087,-63.247,-7.8267
88.087,-70.247,2.1733
86.087,-68.247,0.17333
85.087,-69.247,5.1733
83.087,-74.247,-14.827
88.087,-90.247,-26.827
94.087,-81.247,-30.827
91.087,-73.247,-50.827
85.087,-74.247,-34.827
91.087,-76.247,-42.827
95.087,-78.247,-37.827
106.09,-78.247,-39.827
100.09,-47.247,-31.827
95.087,-34.247,-31.827
94.087,-34.247,-20.827
103.09,-38.247,-13.827
107.09,-38.247,-14.827
97.087,-38.247,-10.827
97.087,-39.247,-0.82667
84.087,-36.247,-1.8267
94.087,-64.247,9.1733
93.087,-67.247,13.173
88.087,-69.247,2.1733
80.087,-68.247,5.1733
82.087,-69.247,0.17333
83.087,-58.247,5.1733
81.087,-49.247,-1.8267
83.087,-46.247,5.1733
81.087,-42.247,-4.8267
81.087,-57.247,-6.8267
78.087,-65.247,-3.8267
83.087,-61.247,-1.8267
85.087,-56.247,-9.8267
82.087,-69.247,-20.827
90.087,-75.247,-21.827
96.087,-74.247,-19.827
94.087,-76.247,-24.827
107.09,-65.247,-19.827
113.09,-60.247,-17.827
97.087,-64.247,-8.8267
97.087,-58.247,-3.8267
94.087,-60.247,-13.827
94.087,-78.247,-11.827
88.087,-86.247,-21.827
91.087,-86.247,-3.8267
79.087,-83.247,-7.8267
77.087,-80.247,-7.8267
86.087,-79.247,-2.8267
89.087,-89.247,-18.827
92.087,-89.247,3.1733
86.087,-76.247,-0.82667
81.087,-70.247,2.1733
75.087,-65.247,-13.827
81.087,-66.247,-15.827
85.087,-61.247,-16.827
83.087,-56.247,-37.827
74.087,-51.247,-22.827
82.087,-46.247,-27.827
89.087,-44.247,-31.827
86.087,-46.247,-27.827
86.087,-54.247,-8.8267
89.087,-51.247,5.1733
92.087,-63.247,35.173
96.087,-73.247,43.173
86.087,-71.247,28.173
78.087,-73.247,22.173
72.087,-76.247,40.173
77.087,-84.247,28.173
87.087,-83.247,14.173
82.087,-82.247,2.1733
79.087,-76.247,-25.827
82.087,-69.247,-18.827
90.087,-81.247,-0.82667
98.087,-74.247,11.173
100.09,-76.247,-1.8267
100.09,-61.247,4.1733
