x,y,z
669.23,-2.1533,-6.78
676.23,-10.153,-58.78
677.23,15.847,-21.78
655.23,6.8467,-20.78
661.23,6.8467,1.22
653.23,6.8467,-11.78
653.23,7.8467,-49.78
652.23,-1.1533,-20.78
653.23,-5.1533,-6.78
642.23,7.8467,-10.78
654.23,5.8467,-17.78
651.23,10.847,-43.78
635.23,15.847,-51.78
642.23,19.847,-34.78
645.23,28.847,-32.78
640.23,24.847,-53.78
633.23,20.847,-71.78
644.23,2.8467,-58.78
644.23,-3.1533,-68.78
656.23,0.84667,-57.78
658.23,1.8467,-48.78
654.23,-8.1533,-50.78
