x,y,z
10.993,-0.06,44.78
10.993,0.94,34.78
8.9933,-6.06,15.78
11.993,-0.06,22.78
-5.0067,0.94,13.78
-6.0067,5.94,13.78
-5.0067,9.94,0.78
-8.0067,0.94,-1.22
-7.0067,11.94,-0.22
-3.0067,2.94,12.78
-1.0067,12.94,17.78
-1.0067,5.94,14.78
6.9933,14.94,6.78
-3.0067,19.94,-2.22
3.9933,18.94,-0.22
-1.0067,27.94,-10.22
-3.0067,26.94,-17.22
-5.0067,27.94,-18.22
6.9933,24.94,-11.22
9.9933,29.94,-11.22
5.9933,25.94,-5.22
23.993,27.94,-2.22
11.993,18.94,30.78
14.993,10.94,41.78
13.993,21.94,52.78
12.993,21.94,40.78
2.9933,20.94,26.78
5.9933,24.94,35.78
5.9933,21.94,34.78
-0.0066667,25.94,26.78
0.99333,33.94,5.78
2.9933,29.94,7.78
11.993,24.94,7.78
13.993,24.94,6.78
10.993,15.94,12.78
6.9933,17.94,2.78
9.9933,13.94,-1.22
7.9933,13.94,6.78
11.993,20.94,15.78
16.993,24.94,-0.22
10.993,18.94,-8.22
7.9933,20.94,-11.22
15.993,21.94,-6.22
15.993,13.94,-4.22
7.9933,21.94,11.78
11.993,10.94,10.78
13.993,0.94,-4.22
9.9933,3.94,-10.22
7.9933,1.94,-17.22
5.9933,-1.06,-22.22
-4.0067,0.94,-15.22
0.99333,5.94,-15.22
0.99333,3.94,-23.22
-3.0067,8.94,-17.22
-8.0067,8.94,-8.22
-7.0067,16.94,-4.22
-2.0067,17.94,-6.22
3.9933,20.94,10.78
6.9933,21.94,-0.22
10.993,14.94,-8.22
19.993,19.94,-17.22
28.993,17.94,-37.22
40.993,25.94,-33.22
43.993,17.94,-19.22
40.993,21.94,-5.22
49.993,20.94,-8.22
52.993,22.94,-13.22
46.993,27.94,-5.22
47.993,13.94,4.78
33.993,16.94,24.78
35.993,10.94,19.78
28.993,15.94,13.78
26.993,13.94,-8.22
17.993,15.94,-17.22
15.993,12.94,1.78
14.993,12.94,-1.22
13.993,20.94,1.78
9.9933,22.94,-11.22
-2.0067,20.94,-14.22
4.9933,18.94,-24.22
3.9933,22.94,-2.22
3.9933,18.94,18.78
4.9933,19.94,5.78
0.99333,7.94,8.78
2.9933,4.94,0.78
14.993,-3.06,5.78
20.993,-1.06,-12.22
20.993,-9.06,-3.22
20.993,-14.06,-9.22
7.9933,-17.06,-38.22
1.9933,-21.06,-42.22
-1.0067,-16.06,-41.22
-2.0067,-14.06,-39.22
-19.007,-8.06,-38.22
-28.007,4.94,-41.22
-36.007,23.94,-66.22
-33.007,18.94,-46.22
-15.007,31.94,-35.22
-8.0067,39.94,-16.22
-14.007,53.94,-20.22
-20.007,55.94,-29.22
-1.0067,44.94,-38.22
5.9933,33.94,-27.22
2.9933,26.94,-11.22
7.9933,30.94,-35.22
1.9933,25.94,-38.22
4.9933,24.94,-58.22
15.993,16.94,-41.22
17.993,21.94,-33.22
9.9933,28.94,-27.22
-0.0066667,23.94,-21.22
10.993,10.94,-12.22
0.99333,9.94,1.78
-2.0067,4.94,1.78
3.9933,6.94,12.78
0.99333,4.94,-3.22
9.9933,-10.06,1.78
12.993,-7.06,11.78
22.993,-4.06,9.78
20.993,3.94,-3.22
17.993,5.94,-10.22
13.993,9.94,7.78
2.9933,9.94,-0.22
10.993,-1.06,3.78
0.99333,12.94,-5.22
4.9933,22.94,-13.22
4.9933,25.94,1.78
8.9933,24.94,6.78
11.993,19.94,14.78
9.9933,14.94,16.78
18.993,6.94,20.78
15.993,14.94,14.78
19.993,8.94,9.78
14.993,-6.06,11.78
16.993,-10.06,-1.22
11.993,-14.06,-5.22
20.993,-6.06,-10.22
27.993,1.94,-14.22
20.993,5.94,-16.22
